image_path,group_id,group_size
data/D1/Anthracnose/1730354693037.png,0,12
data/D1/Anthracnose/1730354693052.png,0,12
data/D1/Anthracnose/53e45a15-9c45-40be-bd04-6a637b31d5fd.png,31,5
data/D1/Anthracnose/Anthracnose(105).png,39,5
data/D1/Anthracnose/Anthracnose(108).png,43,5
data/D1/Anthracnose/Anthracnose(114).png,1,5
data/D1/Anthracnose/Anthracnose(116).png,44,5
data/D1/Anthracnose/Anthracnose(117).png,45,5
data/D1/Anthracnose/Anthracnose(126).png,50,5
data/D1/Anthracnose/Anthracnose(135).png,17,5
data/D1/Anthracnose/Anthracnose(147).png,18,5
data/D1/Anthracnose/Anthracnose(153).png,2,5
data/D1/Anthracnose/Anthracnose(159).png,49,5
data/D1/Anthracnose/Anthracnose(174).png,19,5
data/D1/Anthracnose/Anthracnose(179).png,20,5
data/D1/Anthracnose/Anthracnose(180).png,21,5
data/D1/Anthracnose/Anthracnose(186).png,22,5
data/D1/Anthracnose/Anthracnose(192).png,3,3
data/D1/Anthracnose/Anthracnose(196).png,24,5
data/D1/Anthracnose/Anthracnose(198).png,46,3
data/D1/Anthracnose/Anthracnose(204).png,4,5
data/D1/Anthracnose/Anthracnose(207).png,5,5
data/D1/Anthracnose/Anthracnose(211).png,26,5
data/D1/Anthracnose/Anthracnose(213).png,6,5
data/D1/Anthracnose/Anthracnose(216).png,27,5
data/D1/Anthracnose/Anthracnose(222).png,7,3
data/D1/Anthracnose/Anthracnose(227).png,29,5
data/D1/Anthracnose/Anthracnose(246).png,30,5
data/D1/Anthracnose/Anthracnose(249).png,47,5
data/D1/Anthracnose/Anthracnose(252).png,8,6
data/D1/Anthracnose/Anthracnose(258).png,32,5
data/D1/Anthracnose/Anthracnose(259).png,33,5
data/D1/Anthracnose/Anthracnose(260).png,34,5
data/D1/Anthracnose/Anthracnose(261).png,35,5
data/D1/Anthracnose/Anthracnose(264).png,36,5
data/D1/Anthracnose/Anthracnose(267).png,37,5
data/D1/Anthracnose/Anthracnose(270).png,9,1
data/D1/Anthracnose/Anthracnose(291).png,10,5
data/D1/Anthracnose/Anthracnose(292).png,11,5
data/D1/Anthracnose/Anthracnose(294).png,12,5
data/D1/Anthracnose/Anthracnose(333).png,13,5
data/D1/Anthracnose/Anthracnose(52).png,14,5
data/D1/Anthracnose/Anthracnose(75).png,15,3
data/D1/Anthracnose/Anthracnose(84).png,16,5
data/D1/Anthracnose/Anthracnose_decreased_1.png,0,12
data/D1/Anthracnose/Anthracnose_decreased_10.png,17,5
data/D1/Anthracnose/Anthracnose_decreased_11.png,18,5
data/D1/Anthracnose/Anthracnose_decreased_12.png,2,5
data/D1/Anthracnose/Anthracnose_decreased_13.png,49,5
data/D1/Anthracnose/Anthracnose_decreased_14.png,19,5
data/D1/Anthracnose/Anthracnose_decreased_15.png,20,5
data/D1/Anthracnose/Anthracnose_decreased_16.png,21,5
data/D1/Anthracnose/Anthracnose_decreased_17.png,22,5
data/D1/Anthracnose/Anthracnose_decreased_18.png,23,2
data/D1/Anthracnose/Anthracnose_decreased_19.png,24,5
data/D1/Anthracnose/Anthracnose_decreased_2.png,0,12
data/D1/Anthracnose/Anthracnose_decreased_20.png,25,2
data/D1/Anthracnose/Anthracnose_decreased_21.png,4,5
data/D1/Anthracnose/Anthracnose_decreased_22.png,5,5
data/D1/Anthracnose/Anthracnose_decreased_23.png,26,5
data/D1/Anthracnose/Anthracnose_decreased_24.png,6,5
data/D1/Anthracnose/Anthracnose_decreased_25.png,27,5
data/D1/Anthracnose/Anthracnose_decreased_26.png,28,2
data/D1/Anthracnose/Anthracnose_decreased_27.png,29,5
data/D1/Anthracnose/Anthracnose_decreased_28.png,30,5
data/D1/Anthracnose/Anthracnose_decreased_29.png,47,5
data/D1/Anthracnose/Anthracnose_decreased_3.png,31,5
data/D1/Anthracnose/Anthracnose_decreased_30.png,8,6
data/D1/Anthracnose/Anthracnose_decreased_31.png,32,5
data/D1/Anthracnose/Anthracnose_decreased_32.png,33,5
data/D1/Anthracnose/Anthracnose_decreased_33.png,34,5
data/D1/Anthracnose/Anthracnose_decreased_34.png,35,5
data/D1/Anthracnose/Anthracnose_decreased_35.png,36,5
data/D1/Anthracnose/Anthracnose_decreased_36.png,37,5
data/D1/Anthracnose/Anthracnose_decreased_37.png,38,2
data/D1/Anthracnose/Anthracnose_decreased_38.png,10,5
data/D1/Anthracnose/Anthracnose_decreased_39.png,11,5
data/D1/Anthracnose/Anthracnose_decreased_4.png,39,5
data/D1/Anthracnose/Anthracnose_decreased_40.png,12,5
data/D1/Anthracnose/Anthracnose_decreased_41.png,13,5
data/D1/Anthracnose/Anthracnose_decreased_42.png,14,5
